SCHOOL ID,SCHOOL NAME,CD,DISTRICT,SCHOOL EMAIL,,,,
105413,Escaño Elementary School,I,Guimba West,105413@deped.gov.ph,,,,
105414,Galvan Elementary School,I,Guimba West,105414@deped.gov.ph,,,,
105415,Guimba West Central School,I,Guimba West,105415@deped.gov.ph,,,,
105416,Lamorito Elementary School,I,Guimba West,105416@deped.gov.ph,,,,
105417,Lennec Elementary School,I,Guimba West,105417@deped.gov.ph,,,,
105418,Macatcatuit Elementary School,I,Guimba West,105418@deped.gov.ph,,,,
105419,Macamias Elementary School,I,Guimba West,105419@deped.gov.ph,,,,
105420,Manggang Marikit Elementary School,I,Guimba West,105420@deped.gov.ph,,,,
105422,Narvacan I Elementary School,I,Guimba West,105422@deped.gov.ph,,,,
105423,Narvacan II Elementary School,I,Guimba West,105423@deped.gov.ph,,,,
105424,Pacac Elementary School,I,Guimba West,105424@deped.gov.ph,,,,
105425,Partida I Elementary School,I,Guimba West,105425@deped.gov.ph,,,,
105426,Partida II Elementary School,I,Guimba West,105426@deped.gov.ph,,,,
105427,Pasong Inchik-San Rafael Elem.,I,Guimba West,105427@deped.gov.ph,,,,
105428,San Agustin Elementary School,I,Guimba West,105428@deped.gov.ph,,,,
105429,San Miguel Elementary School,I,Guimba West,105429@deped.gov.ph,,,,
105430,Sta. Veronica Elementary School,I,Guimba West,105430@deped.gov.ph,,,,
105431,Sto. Cristo Elementary School,I,Guimba West,105431@deped.gov.ph,,,,
105432,Subul Elementary School,I,Guimba West,105432@deped.gov.ph,,,,
105433,Yuson Elementary School,I,Guimba West,105433@deped.gov.ph,,,,
501658,Maybubon Integrated School,I,Guimba West,501658@deped.gov.ph,,,,
300806,Galvan National High School,I,Guimba West,300806@deped.gov.ph,,,,
306829,Macatcatuit High School,I,Guimba West,306829@deped.gov.ph,,,,
306810,Pacac High School,I,Guimba West,306810@deped.gov.ph,,,,
300806,Galvan National High School,I,Guimba West,300806@deped.gov.ph,,,,
306829,Macatcatuit National High School,I,Guimba West,306829@deped.gov.ph,,,,
306810,Pacac High School,I,Guimba West,306810@deped.gov.ph,,,,
105434,Calabasa Elementary School,IV,Jaen North,105434@deped.gov.ph,,,,
105435,Hilera Elementary School,IV,Jaen North,105435@deped.gov.ph,,,,
105436,Imbunia Elementary School,IV,Jaen North,105436@deped.gov.ph,,,,
105439,Lambakin Elementary School,IV,Jaen North,105439@deped.gov.ph,,,,
105443,Malabon Kaingin Elementary School,IV,Jaen North,105443@deped.gov.ph,,,,
105444,Marawa Elementary School,IV,Jaen North,105444@deped.gov.ph,,,,
105446,Pakul Elementary School,IV,Jaen North,105446@deped.gov.ph,,,,
105447,Pamacpacan Elementary School,IV,Jaen North,105447@deped.gov.ph,,,,
105448,Pinanggaan Elementary School,IV,Jaen North,105448@deped.gov.ph,,,,
105449,Putlod Elementary School,IV,Jaen North,105449@deped.gov.ph,,,,
105451,San Jose Elementary School,IV,Jaen North,105451@deped.gov.ph,,,,
105456,Sta. Rita Elementary School,IV,Jaen North,105456@deped.gov.ph,,,,
105459,Ulanin-Pitak Elementary School,IV,Jaen North,105459@deped.gov.ph,,,,
300836,Lambakin National High School,IV,Jaen North,300836@deped.gov.ph,,,,
306825,Marawa National High School,IV,Jaen North,306825@deped.gov.ph,,,,
300835,Putlod-San Jose National High School,IV,Jaen North,300835@deped.gov.ph,,,,
300836,Lambakin National High School,IV,Jaen North,300836@deped.gov.ph,,,,
306825,Marawa National High School,IV,Jaen North,306825@deped.gov.ph,,,,
300835,Putlod-San Jose National High School,IV,Jaen North,300835@deped.gov.ph,,,,
,Jaen North District Office,IV,Jaen North,,,,,
105437,Jaen Central School,IV,Jaen South,105437@deped.gov.ph,,,,
105438,Jaen West Elementary School,IV,Jaen South,105438@deped.gov.ph,,,,
105440,Langla Elementary School,IV,Jaen South,105440@deped.gov.ph,,,,
105442,Magsalisi East Elementary School,IV,Jaen South,105442@deped.gov.ph,,,,
105441,Magsalisi West Elementary School,IV,Jaen South,105441@deped.gov.ph,,,,
105445,Niyugan Elementary School,IV,Jaen South,105445@deped.gov.ph,,,,
105452,San Josef Elementary School,IV,Jaen South,105452@deped.gov.ph,,,,
105453,San Pablo Elementary School,IV,Jaen South,105453@deped.gov.ph,,,,
105450,San Pedro Bliss Elementary School,IV,Jaen South,105450@deped.gov.ph,,,,
105454,San Vicente Elementary School,IV,Jaen South,105454@deped.gov.ph,,,,
105455,Sapang Elementary School,IV,Jaen South,105455@deped.gov.ph,,,,
105457,Sto. Tomas North Elementary School,IV,Jaen South,105457@deped.gov.ph,,,,
105458,Sto. Tomas South Elementary School,IV,Jaen South,105458@deped.gov.ph,,,,
306816,Jaen National High School,IV,Jaen South,306816@deped.gov.ph,,,,
306831,Jaen National High School Annex-San Pablo,IV,Jaen South,306831@deped.gov.ph,,,,
306816,Jaen National High School,IV,Jaen South,306816@deped.gov.ph,,,,
306831,Jaen National High School Annex-San Pablo,IV,Jaen South,306831@deped.gov.ph,,,,
,Jaen South District Office,IV,Jaen South,,,,,
105460,Betania Elementary School,III,Laur,105460@deped.gov.ph,,,,
137035,Camias Elementary School,III,Laur,137035@deped.gov.ph,,,,
105461,Canantong Elementary School,III,Laur,105461@deped.gov.ph,,,,
105462,Casa Real Elementary School,III,Laur,105462@deped.gov.ph,,,,
105463,Laur Central School,III,Laur,105463@deped.gov.ph,,,,
105464,Laur West Elementary School,III,Laur,105464@deped.gov.ph,,,,
105465,Mainit Elementary School,III,Laur,105465@deped.gov.ph,,,,
105466,Nauzon Elementary School,III,Laur,105466@deped.gov.ph,,,,
105467,Pinagbayanan Elementary School,III,Laur,105467@deped.gov.ph,,,,
105468,Sagana Elementary School,III,Laur,105468@deped.gov.ph,,,,
105469,San Antonio Elementary School,III,Laur,105469@deped.gov.ph,,,,
105470,San Felipe Elementary School,III,Laur,105470@deped.gov.ph,,,,
105471,San Fernando Elementary School,III,Laur,105471@deped.gov.ph,,,,
105472,San Isidro Elementary School,III,Laur,105472@deped.gov.ph,,,,
105473,San Josep Elementary School,III,Laur,105473@deped.gov.ph,,,,
105474,San Juan Elementary School,III,Laur,105474@deped.gov.ph,,,,
105475,San Vicente Elementary School,III,Laur,105475@deped.gov.ph,,,,
105476,Siclong Elementary School,III,Laur,105476@deped.gov.ph,,,,
300810,Hilario E. Hermosa Mem. High School,III,Laur,300810@deped.gov.ph,,,,
300811,Jorge M. Padilla National High School,III,Laur,300811@deped.gov.ph,,,,
306812,Ricardo Dizon Canlas Agr'L. High School,III,Laur,306812@deped.gov.ph,,,,
306253,San Isidro National High School,III,Laur,306253@deped.gov.ph,,,,
300810,Hilario E. Hermosa Mem. High School,III,Laur,300810@deped.gov.ph,,,,
300811,Jorge M. Padilla National High School,III,Laur,300811@deped.gov.ph,,,,
306812,Ricardo Dizon Canlas Agr'L. High School,III,Laur,306812@deped.gov.ph,,,,
,Laur District Office,III,Laur,,,,,
105477,Ablang Elementary School,I,Licab,105477@deped.gov.ph,,,,
105478,Bantug Na Munti Elementary School,I,Licab,105478@deped.gov.ph,,,,
105479,Bardias Elementary School,I,Licab,105479@deped.gov.ph,,,,
159022,Don Dalmacio Elementary School,I,Licab,159022@deped.gov.ph,,,,
105480,Licab Central School,I,Licab,105480@deped.gov.ph,,,,
105481,Linao Elementary School,I,Licab,105481@deped.gov.ph,,,,
105482,Parson Elementary School,I,Licab,105482@deped.gov.ph,,,,
105483,San Casimiro Elementary School,I,Licab,105483@deped.gov.ph,,,,
105484,San Cristobal Elementary School,I,Licab,105484@deped.gov.ph,,,,
105485,San Jose Elementary School,I,Licab,105485@deped.gov.ph,,,,
105486,Sta. Maria Elementary School,I,Licab,105486@deped.gov.ph,,,,
105487,Tabing Ilog Elemetary School,I,Licab,105487@deped.gov.ph,,,,
105488,Villarosa Elementary School,I,Licab,105488@deped.gov.ph,,,,
300845,Exequiel R. Lina National High School,I,Licab,300845@deped.gov.ph,,,,
300855,Sta. Maria National High School,I,Licab,300855@deped.gov.ph,,,,
300845,Exequiel R. Lina National High School,I,Licab,300845@deped.gov.ph,,,,
300855,Sta. Maria National High School,I,Licab,300855@deped.gov.ph,,,,
,Licab District Offie,I,Licab,,,,,
502369,Caridad Sur Integrated School,II,Llanera,502369@deped.gov.ph,,,,
500122,Sta. Barbara Integrated School,II,Llanera,500122@deped.gov.ph,,,,
105489,A. Bonifacio Norte Elementary School,II,Llanera,105489@deped.gov.ph,,,,
105490,A. Bonifacio Sur Elementary School,II,Llanera,105490@deped.gov.ph,,,,
137033,Bontoc Elementary School,II,Llanera,137033@deped.gov.ph,,,,
105491,Bosque Elementary School,II,Llanera,105491@deped.gov.ph,,,,
105493,Caridad Norte Elementary School,II,Llanera,105493@deped.gov.ph,,,,
105495,Casile Elementary School,II,Llanera,105495@deped.gov.ph,,,,
105496,Florida Blanca Elementary School,II,Llanera,105496@deped.gov.ph,,,,
105497,General Luna Elementary School,II,Llanera,105497@deped.gov.ph,,,,
105498,General Ricarte Elementary School,II,Llanera,105498@deped.gov.ph,,,,
105499,Gomez Elementary School,II,Llanera,105499@deped.gov.ph,,,,
105500,Inanama Elementary School,II,Llanera,105500@deped.gov.ph,,,,
105501,Ligaya Elementary School,II,Llanera,105501@deped.gov.ph,,,,
105502,Llanera Central School,II,Llanera,105502@deped.gov.ph,,,,
105503,Mabini Elementary School,II,Llanera,105503@deped.gov.ph,,,,
105504,Murcon Elementary School,II,Llanera,105504@deped.gov.ph,,,,
105505,Old Murcon Elementary School,II,Llanera,105505@deped.gov.ph,,,,
105506,San Alfonso Elementary School,II,Llanera,105506@deped.gov.ph,,,,
105507,San Felipe Integrated School,II,Llanera,105507@deped.gov.ph,,,,
105508,San Nicolas Elementary School,II,Llanera,105508@deped.gov.ph,,,,
105509,San Vicente Elementary School,II,Llanera,105509@deped.gov.ph,,,,
105492,Sitio Cabiao Elementary School,II,Llanera,105492@deped.gov.ph,,,,
105511,Villa Viniegas Elementary School,II,Llanera,105511@deped.gov.ph,,,,
502369,Caridad Sur Integrated School,II,Llanera,502369@deped.gov.ph,,,,
500122,Sta. Barbara Integrated School,II,Llanera,500122@deped.gov.ph,,,,
300784,Andres Bonifacio National High School,II,Llanera,300784@deped.gov.ph,,,,
300807,General Luna National High School,II,Llanera,300807@deped.gov.ph,,,,
300870,Llanera National High School,II,Llanera,300870@deped.gov.ph,,,,
306802,San Felipe Integrated High School,II,Llanera,306802@deped.gov.ph,,,,
300784,Andres Bonifacio National High School,II,Llanera,300784@deped.gov.ph,,,,
300807,General Luna National High School,II,Llanera,300807@deped.gov.ph,,,,
300870,Llanera National High School,II,Llanera,300870@deped.gov.ph,,,,
306802,San Felipe Integrated High School,II,Llanera,306802@deped.gov.ph,,,,
500122,Sta. Barbara Integrated School,II,Llanera,500122@deped.gov.ph,,,,
,Llanera District Office,II,Llanera,,,,,
502260,Salvacion 2nd Integrated School,II,Lupao,502260@deped.gov.ph,,,,
105512,Agupalo Este Elementary School,II,Lupao,105512@deped.gov.ph,,,,
105513,Agupalo Weste Elementary School,II,Lupao,105513@deped.gov.ph,,,,
105514,Alalay Chica Elementary School,II,Lupao,105514@deped.gov.ph,,,,
105515,Alalay Grande Elementary School,II,Lupao,105515@deped.gov.ph,,,,
105516,Arimal Elementary School,II,Lupao,105516@deped.gov.ph,,,,
105517,Bagong Flores Elementary School,II,Lupao,105517@deped.gov.ph,,,,
105518,Balbalungao Elementary School,II,Lupao,105518@deped.gov.ph,,,,
105519,Burgos Elementary School,II,Lupao,105519@deped.gov.ph,,,,
105520,Cordero Elementary School,II,Lupao,105520@deped.gov.ph,,,,
105521,Lupao Central School,II,Lupao,105521@deped.gov.ph,,,,
105522,Mapangpang Elementary School,II,Lupao,105522@deped.gov.ph,,,,
105523,Namulandayan Elementary School,II,Lupao,105523@deped.gov.ph,,,,
105524,Parista Elementary School,II,Lupao,105524@deped.gov.ph,,,,
105525,Salvacion 1St Elementary School,II,Lupao,105525@deped.gov.ph,,,,
105527,San Antonio Este Elementary School,II,Lupao,105527@deped.gov.ph,,,,
105528,San Antonio Weste Elementary School,II,Lupao,105528@deped.gov.ph,,,,
105529,San Isidro Elementary School,II,Lupao,105529@deped.gov.ph,,,,
105530,San Pedro Elementary School,II,Lupao,105530@deped.gov.ph,,,,
105531,San Roque Elementary School,II,Lupao,105531@deped.gov.ph,,,,
105532,Sto. Domingo Elementary School,II,Lupao,105532@deped.gov.ph,,,,
502260,Salvacion 2nd Integrated School,II,Lupao,502260@deped.gov.ph,,,,
306806,Agupalo Weste High School,II,Lupao,306806@deped.gov.ph,,,,
300802,Doña Juana Chioco National High School,II,Lupao,300802@deped.gov.ph,,,,
300847,San Isidro National High School,II,Lupao,300847@deped.gov.ph,,,,
306806,Agupalo Weste High School,II,Lupao,306806@deped.gov.ph,,,,
300802,Doña Juana Chioco National High School,II,Lupao,300802@deped.gov.ph,,,,
300847,San Isidro National High School,II,Lupao,300847@deped.gov.ph,,,,
,Lupao District Office,II,Lupao,,,,,
105566,Alzate Village Elementary School,I,Nampicuan,105566@deped.gov.ph,,,,
105567,Cabawangan Elementary School,I,Nampicuan,105567@deped.gov.ph,,,,
105568,Maeling Elementary School,I,Nampicuan,105568@deped.gov.ph,,,,
105569,Mayantoc Elementary School,I,Nampicuan,105569@deped.gov.ph,,,,
105570,Medico Elementary School,I,Nampicuan,105570@deped.gov.ph,,,,
105571,Monic Elementary School,I,Nampicuan,105571@deped.gov.ph,,,,
105572,Nampicuan Central School,I,Nampicuan,105572@deped.gov.ph,,,,
105573,Recuerdo Elementary School,I,Nampicuan,105573@deped.gov.ph,,,,
300838,Nampicuan National High School,I,Nampicuan,300838@deped.gov.ph,,,,
300837,Nampicuan National High School,I,Nampicuan,300837@deped.gov.ph,,,,
300838,Nampicuan National High School,I,Nampicuan,300838@deped.gov.ph,,,,
300837,Recuerdo National High School,I,Nampicuan,300837@deped.gov.ph,,,,
,Nampicuan District Office,I,Nampicuan,,,,,
105574,Atate Elementary School,III,Palayan City,105574@deped.gov.ph,,,,
105575,Aulo Elementary School,III,Palayan City,105575@deped.gov.ph,,,,
105577,Bagong Buhay Elementary School,III,Palayan City,105577@deped.gov.ph,,,,
159012,Bliss Elementary School,III,Palayan City,159012@deped.gov.ph,,,,
159008,Caimito Elementary School,III,Palayan City,159008@deped.gov.ph,,,,
105580,Fort Magsaysay Elementary School,III,Palayan City,105580@deped.gov.ph,,,,
105581,Imelda Valley I Elementary School,III,Palayan City,105581@deped.gov.ph,,,,
105582,Imelda Valley II Elementary School,III,Palayan City,105582@deped.gov.ph,,,,
105576,Kalikasan Elementary School,III,Palayan City,105576@deped.gov.ph,,,,
105578,Langka Elementary School,III,Palayan City,105578@deped.gov.ph,,,,
105583,Malate Elementary School,III,Palayan City,105583@deped.gov.ph,,,,
105584,Maligaya Elementary School,III,Palayan City,105584@deped.gov.ph,,,,
105586,Manggahan Elementary School,III,Palayan City,105586@deped.gov.ph,,,,
105587,Marcos Village Elementary School,III,Palayan City,105587@deped.gov.ph,,,,
105589,Palayan City Central School,III,Palayan City,105589@deped.gov.ph,,,,
105585,Pedro Valenzuela Elementary School,III,Palayan City,105585@deped.gov.ph,,,,
105590,Pinaltakan Elementary School (Red Cross Village PS),III,Palayan City,105590@deped.gov.ph,,,,
105591,Popolon Elementary School,III,Palayan City,105591@deped.gov.ph,,,,
105592,Sandelain Elementary School,III,Palayan City,105592@deped.gov.ph,,,,
105593,Sapang Buho Elementary School,III,Palayan City,105593@deped.gov.ph,,,,
105594,Singgalat Elementary School,III,Palayan City,105594@deped.gov.ph,,,,
306803,Buklod-Palad National High School,III,Palayan City,306803@deped.gov.ph,,,,
300787,Fort Magsaysay National High School,III,Palayan City,300787@deped.gov.ph,,,,
300819,Maligaya National High School,III,Palayan City,300819@deped.gov.ph,,,,
300828,Palayan City National High School,III,Palayan City,300828@deped.gov.ph,,,,
306438,Langka National High School,III,Palayan City,306438@deped.gov.ph,,,,
306803,Buklod-Palad National High School,III,Palayan City,306803@deped.gov.ph,,,,
300787,Fort Magsaysay National High School,III,Palayan City,300787@deped.gov.ph,,,,
300819,Maligaya National High School,III,Palayan City,300819@deped.gov.ph,,,,
306445,Palayan City Senior High School,III,Palayan City,306445@deped.gov.ph,,,,
,Palayan City District Office,III,Palayan City,,,,,
501825,Marikit Integrated School,II,Pantabangan,501825@deped.gov.ph,,,,
502259,Pantabangan West Integrated School,II,Pantabangan,502259@deped.gov.ph,,,,
105597,Cadaclan Elementary School,II,Pantabangan,105597@deped.gov.ph,,,,
105595,Cambitala Elementary School,II,Pantabangan,105595@deped.gov.ph,,,,
105596,Conversion Elementary School,II,Pantabangan,105596@deped.gov.ph,,,,
105598,Ganduz Elementary School,II,Pantabangan,105598@deped.gov.ph,,,,
105599,Kalayaan Elementary School,II,Pantabangan,105599@deped.gov.ph,,,,
105600,Liberty Elementary School,II,Pantabangan,105600@deped.gov.ph,,,,
159007,Masiway Elementary School,II,Pantabangan,159007@deped.gov.ph,,,,
105602,Napon-Napon Elementary School,II,Pantabangan,105602@deped.gov.ph,,,,
105603,Pamalyan Cultural Minority Primary School,II,Pantabangan,105603@deped.gov.ph,,,,
105604,Pantabangan East Central School,II,Pantabangan,105604@deped.gov.ph,,,,
105606,Salvacion Elementary School,II,Pantabangan,105606@deped.gov.ph,,,,
105607,Sampaloc Elementary School,II,Pantabangan,105607@deped.gov.ph,,,,
105608,San Juan Elementary School,II,Pantabangan,105608@deped.gov.ph,,,,
137184,Sitio Tule Indigenous People School,II,Pantabangan,137184@deped.gov.ph,,,,
105609,Tanawan Central School,II,Pantabangan,105609@deped.gov.ph,,,,
105610,Villanueve Elementary School,II,Pantabangan,105610@deped.gov.ph,,,,
501825,Marikit Integrated School,II,Pantabangan,501825@deped.gov.ph,,,,
502259,Pantabangan West Integrated School,II,Pantabangan,502259@deped.gov.ph,,,,
306830,Cambitala National High School,II,Pantabangan,306830@deped.gov.ph,,,,
306832,Conversion Integrated School,II,Pantabangan,306832@deped.gov.ph,,,,
306808,Ganduz National High School,II,Pantabangan,306808@deped.gov.ph,,,,
300830,Pantabangan National High School,II,Pantabangan,300830@deped.gov.ph,,,,
300831,"Pantabangan National High School – Annex, Cadaclan Is",II,Pantabangan,300831@deped.gov.ph,,,,
306830,Cambitala National High School,II,Pantabangan,306830@deped.gov.ph,,,,
306832,Conversion Integrated School,II,Pantabangan,306832@deped.gov.ph,,,,
306808,Ganduz National High School,II,Pantabangan,306808@deped.gov.ph,,,,
300830,Pantabangan National High School,II,Pantabangan,300830@deped.gov.ph,,,,
300831,"Pantabangan National High School – Annex, Cadaclan Is",II,Pantabangan,300831@deped.gov.ph,,,,
501825,Marikit Integrated School,II,Pantabangan,501825@deped.gov.ph,,,,
,Pantabangan District Office,II,Pantabangan,,,,,
501239,Callos Integrated School,IV,Peñaranda,501239@deped.gov.ph,,,,
501214,Las Piñas Integrated School,IV,Peñaranda,501214@deped.gov.ph,,,,
105612,Kapt. Pedro Villanueva Elementary School,IV,Peñaranda,105612@deped.gov.ph,,,,
105614,Peñaranda Central School,IV,Peñaranda,105614@deped.gov.ph,,,,
105615,Peñaranda North Central School,IV,Peñaranda,105615@deped.gov.ph,,,,
105616,San Josef Elementary School,IV,Peñaranda,105616@deped.gov.ph,,,,
105617,San Mariano Elementary School,IV,Peñaranda,105617@deped.gov.ph,,,,
105618,Sto. Tomas Elementary School,IV,Peñaranda,105618@deped.gov.ph,,,,
501239,Callos Integrated School,IV,Peñaranda,501239@deped.gov.ph,,,,
501214,Las Piñas Integrated School,IV,Peñaranda,501214@deped.gov.ph,,,,
300832,Peñaranda National High School,IV,Peñaranda,300832@deped.gov.ph,,,,
306380,Peñaranda Senior High School,IV,Peñaranda,306380@deped.gov.ph,,,,
,Penaranda District Office,IV,Peñaranda,,,,,
501818,Quezon Integrated School,I,Quezon,501818@deped.gov.ph,,,,
501820,San Alejandro Integrated School,I,Quezon,501820@deped.gov.ph,,,,
501857,San Andres I Integrated School,I,Quezon,501857@deped.gov.ph,,,,
105619,Bertese Elementary School,I,Quezon,105619@deped.gov.ph,,,,
105620,Casanova Elementary School,I,Quezon,105620@deped.gov.ph,,,,
105621,Doña Lucia Elementary School,I,Quezon,105621@deped.gov.ph,,,,
105622,Labong Elementary School,I,Quezon,105622@deped.gov.ph,,,,
159015,Osmena Elementary School,I,Quezon,159015@deped.gov.ph,,,,
105623,Pulong Bahay Elementary School,I,Quezon,105623@deped.gov.ph,,,,
105625,Ricardo L. Joson Elementary School,I,Quezon,105625@deped.gov.ph,,,,
105628,San Andres II Elementary School,I,Quezon,105628@deped.gov.ph,,,,
105629,San Manuel Elementary School,I,Quezon,105629@deped.gov.ph,,,,
105630,San Miguel Elementary School,I,Quezon,105630@deped.gov.ph,,,,
105631,Sta. Rita Elementary School,I,Quezon,105631@deped.gov.ph,,,,
105632,Sto. Cristo Elementary School,I,Quezon,105632@deped.gov.ph,,,,
105633,Sto. Tomas Feria Elementary School,I,Quezon,105633@deped.gov.ph,,,,
105634,Tomas Joson Elementary School,I,Quezon,105634@deped.gov.ph,,,,
501818,Quezon Integrated School,I,Quezon,501818@deped.gov.ph,,,,
501820,San Alejandro Integrated School,I,Quezon,501820@deped.gov.ph,,,,
501857,San Andres I Integrated School,I,Quezon,501857@deped.gov.ph,,,,
300804,Eduardo L. Joson Mem. High School,I,Quezon,300804@deped.gov.ph,,,,
300804,Eduardo L. Joson Mem. High School,I,Quezon,300804@deped.gov.ph,,,,
,Quezon District Office,I,Quezon,,,,,
300795,Canaan East National High School,II,Rizal,300795@deped.gov.ph,,,,
105635,Agbannawag Elementary School,II,Rizal,105635@deped.gov.ph,,,,
105636,Aglipay Elementary School,II,Rizal,105636@deped.gov.ph,,,,
105637,Ballesteros Elementary School,II,Rizal,105637@deped.gov.ph,,,,
105638,Bicos Elementary School,II,Rizal,105638@deped.gov.ph,,,,
105639,Cabucbucan Elementary School,II,Rizal,105639@deped.gov.ph,,,,
105640,Canaan East Elementary School,II,Rizal,105640@deped.gov.ph,,,,
105641,Canaan West Elementary School,II,Rizal,105641@deped.gov.ph,,,,
105642,Casilagan Elementary School,II,Rizal,105642@deped.gov.ph,,,,
105643,Del Pilar Elementary School,II,Rizal,105643@deped.gov.ph,,,,
105644,Don Lorenzo E. Aleta Elementary School,II,Rizal,105644@deped.gov.ph,,,,
105645,Estrella Elementary School,II,Rizal,105645@deped.gov.ph,,,,
105646,Gen. Luna Elementary School,II,Rizal,105646@deped.gov.ph,,,,
105647,Kaunlaran Elementary School,II,Rizal,105647@deped.gov.ph,,,,
105648,Macapsing Elementary School,II,Rizal,105648@deped.gov.ph,,,,
105649,Maligaya Elementary School,II,Rizal,105649@deped.gov.ph,,,,
105650,Paco Roman Elementary School,II,Rizal,105650@deped.gov.ph,,,,
105651,Pag-Asa Elementary School,II,Rizal,105651@deped.gov.ph,,,,
105652,Portal Elementary School,II,Rizal,105652@deped.gov.ph,,,,
105653,Rizal Central School,II,Rizal,105653@deped.gov.ph,,,,
105654,Rizal West Elementary School,II,Rizal,105654@deped.gov.ph,,,,
105655,San Esteban Elementary School,II,Rizal,105655@deped.gov.ph,,,,
105656,San Gregorio Elementary School,II,Rizal,105656@deped.gov.ph,,,,
105657,Sta. Monica Elementary School,II,Rizal,105657@deped.gov.ph,,,,
105658,Villa Labrador Elementary School,II,Rizal,105658@deped.gov.ph,,,,
105659,Villa Paraiso Elementary School,II,Rizal,105659@deped.gov.ph,,,,
300782,Agbannawag National High School,II,Rizal,300782@deped.gov.ph,,,,
300789,Bicos National High School,II,Rizal,300789@deped.gov.ph,,,,
300793,Cabucbucan National High School,II,Rizal,300793@deped.gov.ph,,,,
300841,Rizal National High School,II,Rizal,300841@deped.gov.ph,,,,
300782,Agbannawag National High School,II,Rizal,300782@deped.gov.ph,,,,
300789,Bicos National High School,II,Rizal,300789@deped.gov.ph,,,,
300793,Cabucbucan National High School,II,Rizal,300793@deped.gov.ph,,,,
300795,Canaan East National High School,II,Rizal,300795@deped.gov.ph,,,,
300841,Rizal National High School,II,Rizal,300841@deped.gov.ph,,,,
,Rizal District Office,II,Rizal,,,,,
105660,Buliran Elementary School,IV,San Antonio,105660@deped.gov.ph,,,,
105661,Cama Juan Elementary School,IV,San Antonio,105661@deped.gov.ph,,,,
105663,Faustino P. De Leon Elementary School,IV,San Antonio,105663@deped.gov.ph,,,,
105662,Hacienda Elementary School,IV,San Antonio,105662@deped.gov.ph,,,,
105664,Lawang Kupang Elementary School,IV,San Antonio,105664@deped.gov.ph,,,,
105665,Lorenza M. Tinio Elementary School,IV,San Antonio,105665@deped.gov.ph,,,,
105666,Luyos Elementary School,IV,San Antonio,105666@deped.gov.ph,,,,
105667,Maugat Elementary School,IV,San Antonio,105667@deped.gov.ph,,,,
105668,Panabingan Elementary School,IV,San Antonio,105668@deped.gov.ph,,,,
105669,Papaya Elementary School,IV,San Antonio,105669@deped.gov.ph,,,,
105670,San Antonio Central School,IV,San Antonio,105670@deped.gov.ph,,,,
105671,San Francisco Elementary School,IV,San Antonio,105671@deped.gov.ph,,,,
105672,San Mariano East Elementary School,IV,San Antonio,105672@deped.gov.ph,,,,
105673,Sanggalang Elementary School,IV,San Antonio,105673@deped.gov.ph,,,,
105674,Sta. Barbara North Elementary School,IV,San Antonio,105674@deped.gov.ph,,,,
105675,Sta. Barbara South Elementary School,IV,San Antonio,105675@deped.gov.ph,,,,
105676,Sto. Cristo East Elementary School,IV,San Antonio,105676@deped.gov.ph,,,,
105677,Sto. Cristo West Elementary School,IV,San Antonio,105677@deped.gov.ph,,,,
105678,Tikiw Elementary School,IV,San Antonio,105678@deped.gov.ph,,,,
137213,San Jose Elementary School,IV,San Antonio,137213@deped.gov.ph,,,,
306821,Dr. Jose Lapuz Salonga High School,IV,San Antonio,306821@deped.gov.ph,,,,
300846,Juan Basangan National High School (San Francisco NHS),IV,San Antonio,300846@deped.gov.ph,,,,
300848,San Mariano National High School,IV,San Antonio,300848@deped.gov.ph,,,,
300853,Sta. Barbara National High School,IV,San Antonio,300853@deped.gov.ph,,,,
300854,Zacarias C. Aquilizan High School,IV,San Antonio,300854@deped.gov.ph,,,,
306821,Dr. Jose Lapuz Salonga High School,IV,San Antonio,306821@deped.gov.ph,,,,
306437,San Francisco Senior High School,IV,San Antonio,306437@deped.gov.ph,,,,
300848,San Mariano National High School,IV,San Antonio,300848@deped.gov.ph,,,,
300853,Sta. Barbara National High School,IV,San Antonio,300853@deped.gov.ph,,,,
300854,Zacarias C. Aquilizan High School,IV,San Antonio,300854@deped.gov.ph,,,,
,San Antonio District Office,IV,San Antonio,,,,,
502150,Eng'r. J & F. Vallarta Ingtegrated School,IV,San Isidro,502150@deped.gov.ph,,,,
502149,Sto. Cristo Integrated School,IV,San Isidro,502149@deped.gov.ph,,,,
105679,Alua Elementary School,IV,San Isidro,105679@deped.gov.ph,,,,
105680,Barangka Elementary School,IV,San Isidro,105680@deped.gov.ph,,,,
105681,Calaba Elementary School,IV,San Isidro,105681@deped.gov.ph,,,,
105683,Malapit East Elementary School,IV,San Isidro,105683@deped.gov.ph,,,,
105684,Malapit West Elementary School,IV,San Isidro,105684@deped.gov.ph,,,,
105685,Mangga Elementary School,IV,San Isidro,105685@deped.gov.ph,,,,
105686,Pulo Elementary School,IV,San Isidro,105686@deped.gov.ph,,,,
105687,San Isidro Central School,IV,San Isidro,105687@deped.gov.ph,,,,
105688,San Roque Elementary School,IV,San Isidro,105688@deped.gov.ph,,,,
105690,Tabon Elementary School,IV,San Isidro,105690@deped.gov.ph,,,,
502150,Eng'r. J & F. Vallarta Ingtegrated School,IV,San Isidro,502150@deped.gov.ph,,,,
502149,Sto. Cristo Integrated School,IV,San Isidro,502149@deped.gov.ph,,,,
